"Original Text","Predicted Target","Predicted Stance","Ground Truth Target","Ground Truth Stance"
"Mr Cormann, a key contributor to the Abbott government s removal of Australia s carbon price program that was very effective at driving down Australia s emissions. You just cannot make this shit up. How do these hypocrites sleep at night??","climate change","FAVOR","Mr Cormann","FAVOR"
"ok, kalamint doesn t accept burning... so I adjusted the prices Ali3n TRSH is in auction for 24 hours... go get it!!! GIF","climate change is a serious concern","FAVOR","kalamint","AGAINST"
"The US has become polarized beyond belief. Around the world, sports and football in particular have the ability to unite entire nations. Today, many Americans are actually happy to see the US women s soccer team lose out on a gold medal. What a sign of the times.","us women's soccer team","AGAINST","US Women's Soccer Team","NONE"
"Vitamin D and b12 deficiency seems to have caused mayhem in many vegetarian families. I went am undergoing that phase. Best thing I started to do was being exposed to sunlight whenever I could and increased curds intake regularly.","vegetarianism","AGAINST","Vitamin D and b12 deficiency","AGAINST"
"Botha's 'Total strategy' was as much a reformulation of apartheid as a reform. Its purpose was to maintain white political hegemony while restructuring some aspects of the social and political order to counter the threat of revolutionary opposition - Nigel Worden Ramaphosa2021","apartheid","AGAINST","white political hegemony","FAVOR"
"Graphic from the recentish archive. As of 2018 the US only had meaningful forces in Japan, Germany, Korea and Afghanistan. Afgh is now closed down, and the rest of the MidEast is close behind. Germany is next basing there largely exists to serve MidEast deployments .","military","AGAINST","MidEast deployments","NONE"
"Kanye being put onto Candace Owens by like Jay Electronica or some shit and her telling him that the judeo bolsheviks did fentanyl blm and made Kim leave him so he will buy Parler off her husband it all makes so much sense 19 229 4,531","judeo bolsheviks","FAVOR","judeo bolsheviks","AGAINST"
"Cheery gifts welcome students back to school! Third-year students at Guangqumen Middle School have returned to campus, as the capital is resuming classes for graduates of junior high schools starting from Monday under strict epidemic prevention and control measures.","school","FAVOR","epidemic prevention and control measures","FAVOR"
"End Turn 1 gmtgames Red Storm: Baltic Approaches. NATO EW good. High altitude fighter sweep moves through the Fehmarnbelt waterway. 1 flight partially acquired by HAWK battery on Lolland 1 by the DDG Lutjens on station off Langrland. 3 Nato flights head towards the coast.","nato","FAVOR","NATO EW","NONE"
"Stop removing the price of gasoline housing and food from CPI numbers, if you don't like the CPI number come up with a different metric otherwise you are a partisan hack 1","inflation","FAVOR","gasoline housing","NONE"
"the only ethical consumption of harry potter content is now drarry fic. mostly just because you know how much it pisses jkr the fuck off","fanfiction","FAVOR","jkr","AGAINST"
"PERU, WHAT HAVE YOU DONE? If the presidential election is not challenged vote fraud proven then Peru has inconceivably elected a communist president who does not have any economic knowledge is woefully unqualified to lead the nation. He looks up to Maduro Fidel Castro.","vote fraud","AGAINST","communist president","AGAINST"
"70 of voters would go sampling in the mine if only Chinese would allow it . They are not alone: recently, asked to see the medical records of the miners who fell sick in 2012. And Bill Gallaher thinks the mine is a ""hot zone"". Moreno Colaiacovo emmecola Jun 18, 2021 Where would you go sampling to find the ancestor of SARS-CoV-2? Show this poll","covid","FAVOR","Medical Records of the Miners","NONE"
"Started watching Squid Game. South Korean movies tv are so far ahead of the US that really, all of hollywood could be glassed by a tunguska event and it'd barely make a dent in the world's cultural output.","south korean movies","FAVOR","South Korean movies","FAVOR"
"Shame on BBC, CNN and other western world news networks unable and unwilling to grant Israel and its citizens a day of celebrating the liberation of Jerusalem from Jordanian occupation - calling the thousands of Israeli celebrants - Israeli nationalists - continued bias!","israel","FAVOR","liberation of Jerusalem","FAVOR"
"Politic! ns s!lent on ren wables technology waste ending up in l ndf!ll Couldn't make this up","climate change","FAVOR","Politic! ns","AGAINST"
"i have a new collecting thesis called cultural severance theory the theory is that no new organic projects without web2 funding will be able to gain critical mass moving forward, and the current projects reflect the majority of the cultural output we will see this cycle","internet","FAVOR","critical mass","NONE"
"I know GovRonDeSantis hates the community but central Florida is producing the crispiest of rainbows this Pride Month.","gay rights","FAVOR","GovRonDeSantis","AGAINST"
"Hey I'm Faol n a trans Queer Demisexual artist !! My Commision queue is currently empty so if you want to commision me My prices are here","queer rights","FAVOR","Demisexual Artist","NONE"
"Won t even lie, this was tuff!! Think I m about to open back up my TicTok account Trent Attyah BookitWithTrent Jun 13, 2022 Game","game","FAVOR","Trent Attyah","NONE"
"The Liberian Football Association has unveiled the cars for the men s and women s league MVPs ahead of its annual award ceremony on August 28.","mvp","FAVOR","MVPs","NONE"
"Time to take urgent action against the AbiyAhmedregme in Ethiopia! we recovered this horrific video from Jimma zone of the Oromia regional state in EthiopiaAs it is vividly seen in the video government militias killed an Oromo yang man UNHumanRights addisstandard BBCBreaking","oromo","AGAINST","Ethiopia","NONE"
"play .nacl Wrestling league content creation series with Former tag team champion and legend cintadeoro clipzfaze overtflow ktscott02 Photos ByAce rexpflueger TeamNuklear jtDeMild11 gdub18t NotBombCat","league of legends","FAVOR","cintadeoro clipzfaze","NONE"
"A vaccine doesn t deliver itself. It relies on dedicated health workers like Tilesa from Tuvalu, who travel long distances to reach children in remote communities with vaccines and a cold chain, which allows vaccines to stay at the right temperature.","vaccines","FAVOR","Tilesa from Tuvalu","FAVOR"
"Tata Group is going big in Clean Energy and e-Mobility. Tata Motors is going to introduce 10 New battery electric vehicles by 2025. Tata Power won't add any capacity in coal-based plants. Tata Power Solar is having ambitious goals for their roof-top segment.","climate change","FAVOR","coal-based plants","AGAINST"
"note: i am REALLY lucky to have health insurance that covers things like therapy and medications. it s not as easy for others to get the same type of care. i implore anyone struggling to check resources like TWLOHA who will help you find affordable care. i love y all.","depression","FAVOR","health insurance that covers things like therapy and medications","FAVOR"
"Paul Gosar is attending a white nationalist rally on Hitler s birthday. This is the Republican Party. 96 1,762 4,405","trump","FAVOR","Paul Gosar","NONE"
"When has anyone in Ontario ever asked for a disaster capitalist American-style public education response to pandemic learning, or any part of our system, ever? These two grifters have:","covid-19","AGAINST","pandemic learning","NONE"
"My sister says our old Lady 18y is posing with ""politic paws"". what do you think? 18 31 546 6,397","cats","AGAINST","politic paws","NONE"
"RIP Mary Roy- Activist, educator, champion of gender equality whose legal battle resulted in equal succession rights for christian women and mama who loved her daughter enough to let her go","equal rights for women","FAVOR","equal succession rights","FAVOR"
"With JILLSLASTWORD as the Minister of Heritage and Culture in an OntarioNDP Government opening 2022 along with over a dozen from across NewDemoChat NewDemoChat Jun 16, 2021 Q5 How do you see the future for BIPOC folks? What are you excited for? Dream big!","black people","FAVOR","Minister of Heritage and Culture","NONE"
"Free primary education Free medical insurance to all residents. This is a right due to the massive public debt the Lebanese citizens and residents face. This is achievable with the gold reserve. Any other use for the gold is a crime.","free medical insurance","FAVOR","Lebanese Citizens","FAVOR"
